participant_id,action,reward,response_time,reward_action0,reward_action1,reward_action2,reward_action3,trial_id,missed
101,1.0,56.0,831.0,42,56,44,41,76,False
101,2.0,43.0,834.0,48,59,43,39,77,False
101,1.0,66.0,797.0,42,66,48,35,78,False
101,1.0,56.0,1590.0,42,56,50,40,79,False
101,1.0,56.0,1117.0,43,56,51,35,80,False
101,0.0,48.0,602.0,48,59,49,37,81,False
101,3.0,31.0,663.0,39,59,48,31,82,False
101,2.0,54.0,695.0,32,55,54,36,83,False
101,1.0,52.0,678.0,38,52,51,40,84,False
101,1.0,61.0,822.0,43,61,58,34,85,False
101,1.0,60.0,1270.0,43,60,51,32,86,False
101,1.0,58.0,984.0,40,58,62,32,87,False
101,0.0,45.0,713.0,45,61,64,43,88,False
101,1.0,56.0,708.0,50,56,60,34,89,False
101,2.0,62.0,824.0,39,54,62,39,90,False
101,2.0,64.0,672.0,47,53,64,38,91,False
101,2.0,50.0,763.0,35,53,50,38,92,False
101,1.0,57.0,955.0,40,57,60,40,93,False
101,2.0,50.0,778.0,40,54,50,36,94,False
101,1.0,49.0,778.0,36,49,65,39,95,False
101,0.0,33.0,795.0,33,56,68,40,96,False
101,3.0,48.0,682.0,37,55,71,48,97,False
101,2.0,78.0,703.0,36,51,78,45,98,False
101,2.0,79.0,913.0,27,54,79,47,99,False
101,2.0,79.0,1001.0,35,59,79,46,100,False
101,2.0,85.0,949.0,28,63,85,43,101,False
101,2.0,80.0,937.0,38,62,80,34,102,False
101,2.0,82.0,788.0,36,62,82,43,103,False
101,2.0,83.0,775.0,31,54,83,50,104,False
101,2.0,85.0,945.0,35,58,85,38,105,False
101,2.0,71.0,923.0,35,55,71,41,106,False
101,2.0,74.0,955.0,34,52,74,42,107,False
101,2.0,83.0,895.0,23,59,83,46,108,False
101,2.0,69.0,905.0,34,57,69,53,109,False
101,1.0,51.0,844.0,33,51,75,52,110,False
101,2.0,64.0,743.0,18,49,64,46,111,False
101,0.0,33.0,717.0,33,47,68,51,112,False
101,2.0,74.0,634.0,34,55,74,43,113,False
101,3.0,38.0,748.0,31,46,80,38,114,False
101,2.0,70.0,787.0,30,40,70,40,115,False
101,1.0,44.0,787.0,36,44,73,45,116,False
101,2.0,66.0,745.0,26,47,66,39,117,False
101,2.0,71.0,823.0,30,46,71,49,118,False
101,2.0,70.0,713.0,24,50,70,37,119,False
101,2.0,71.0,879.0,33,47,71,35,120,False
101,2.0,65.0,718.0,29,45,65,39,121,False
101,2.0,71.0,798.0,29,43,71,45,122,False
101,2.0,73.0,1055.0,37,32,73,51,123,False
101,3.0,48.0,841.0,37,48,65,48,124,False
101,2.0,73.0,720.0,33,35,73,46,125,False
101,0.0,37.0,833.0,37,35,66,41,126,False
101,2.0,59.0,738.0,45,41,59,37,127,False
101,1.0,37.0,690.0,29,37,69,40,128,False
101,2.0,75.0,639.0,34,40,75,47,129,False
101,2.0,67.0,821.0,32,40,67,40,130,False
101,2.0,63.0,880.0,43,40,63,42,131,False
101,2.0,74.0,1005.0,48,44,74,37,132,False
101,2.0,70.0,796.0,35,45,70,49,133,False
101,2.0,77.0,975.0,39,37,77,47,134,False
101,2.0,70.0,839.0,42,35,70,46,135,False
101,2.0,78.0,939.0,34,34,78,56,136,False
101,2.0,74.0,797.0,29,39,74,54,137,False
101,0.0,33.0,789.0,33,28,70,46,138,False
101,2.0,68.0,787.0,33,31,68,54,139,False
101,1.0,33.0,750.0,33,33,67,60,140,False
101,2.0,63.0,861.0,37,26,63,56,141,False
101,3.0,57.0,786.0,33,34,65,57,142,False
101,2.0,60.0,767.0,36,35,60,51,143,False
101,2.0,60.0,716.0,44,38,60,55,144,False
101,0.0,47.0,1094.0,47,35,62,48,145,False
101,2.0,61.0,904.0,46,47,61,57,146,False
101,1.0,35.0,921.0,46,35,70,43,147,False
101,2.0,60.0,1276.0,46,44,60,59,148,False
101,2.0,56.0,700.0,39,35,56,51,149,False
102,1.0,87.0,1552.0,84,87,42,23,0,False
102,2.0,46.0,1173.0,90,90,46,18,1,False
102,0.0,80.0,1206.0,80,84,53,28,2,False
102,3.0,24.0,1053.0,87,81,50,24,3,False
102,2.0,61.0,1022.0,86,92,61,28,4,False
102,0.0,75.0,1076.0,75,78,55,30,5,False
102,3.0,34.0,1217.0,71,78,50,34,6,False
102,2.0,58.0,843.0,75,83,58,43,7,False
102,1.0,80.0,832.0,77,80,52,30,8,False
102,1.0,80.0,1655.0,70,80,43,28,9,False
102,0.0,65.0,1243.0,65,91,49,29,10,False
102,1.0,90.0,1026.0,77,90,53,30,11,False
102,3.0,29.0,1042.0,66,79,44,29,12,False
102,1.0,90.0,543.0,66,90,45,30,13,False
102,-1.0,0.0,0.0,67,81,45,35,14,True
102,1.0,75.0,1354.0,59,75,39,32,15,False
102,3.0,33.0,1027.0,67,82,54,33,16,False
102,0.0,64.0,1012.0,64,82,51,20,17,False
102,1.0,87.0,2160.0,61,87,42,28,18,False
102,2.0,50.0,1522.0,62,85,50,27,19,False
102,1.0,87.0,1032.0,55,87,46,32,20,False
102,3.0,34.0,1194.0,59,87,51,34,21,False
102,-1.0,0.0,0.0,56,79,50,38,22,True
102,0.0,57.0,1335.0,57,75,45,34,23,False
102,1.0,75.0,1096.0,61,75,47,34,24,False
102,1.0,74.0,1143.0,59,74,40,33,25,False
102,2.0,42.0,1111.0,50,82,42,37,26,False
102,1.0,72.0,1045.0,57,72,48,41,27,False
102,0.0,60.0,1093.0,60,73,48,37,28,False
102,1.0,71.0,1144.0,66,71,47,38,29,False
102,-1.0,0.0,0.0,65,57,48,34,30,True
102,3.0,28.0,1132.0,64,62,48,28,31,False
102,0.0,63.0,1018.0,63,56,51,23,32,False
102,2.0,49.0,1325.0,61,58,49,37,33,False
102,1.0,61.0,1070.0,57,61,54,30,34,False
102,1.0,67.0,1225.0,56,67,57,30,35,False
102,0.0,59.0,924.0,59,64,52,29,36,False
102,2.0,56.0,1047.0,48,65,56,27,37,False
102,3.0,27.0,1033.0,46,64,46,27,38,False
102,1.0,60.0,1294.0,59,60,42,35,39,False
102,2.0,47.0,1053.0,55,63,47,26,40,False
102,0.0,55.0,1156.0,55,63,48,14,41,False
102,1.0,58.0,1257.0,56,58,50,17,42,False
102,2.0,52.0,1650.0,53,56,52,20,43,False
102,0.0,52.0,1098.0,52,55,60,17,44,False
102,3.0,16.0,1193.0,56,61,59,16,45,False
102,2.0,49.0,1280.0,52,55,49,17,46,False
102,3.0,18.0,1000.0,58,51,54,18,47,False
102,1.0,57.0,984.0,59,57,56,23,48,False
102,0.0,65.0,1226.0,65,52,51,14,49,False
102,1.0,52.0,1350.0,67,52,52,18,50,False
102,3.0,26.0,852.0,67,52,51,26,51,False
102,2.0,48.0,1036.0,71,66,48,17,52,False
102,2.0,48.0,958.0,71,57,48,19,53,False
102,0.0,69.0,1080.0,69,57,55,14,54,False
102,3.0,12.0,1057.0,69,46,48,12,55,False
102,1.0,68.0,1432.0,68,68,47,8,56,False
102,2.0,51.0,1247.0,61,60,51,19,57,False
102,1.0,57.0,923.0,63,57,63,19,58,False
102,1.0,54.0,1867.0,58,54,51,23,59,False
102,0.0,62.0,1115.0,62,53,61,18,60,False
102,3.0,18.0,1162.0,53,50,53,18,61,False
102,2.0,50.0,1617.0,59,61,50,13,62,False
102,2.0,54.0,1222.0,65,50,54,26,63,False
102,0.0,61.0,1680.0,61,58,52,35,64,False
102,1.0,54.0,678.0,65,54,54,27,65,False
102,3.0,23.0,1169.0,61,56,61,23,66,False
102,3.0,28.0,1199.0,63,66,61,28,67,False
102,2.0,62.0,1231.0,55,71,62,21,68,False
102,1.0,57.0,2011.0,61,57,64,33,69,False
102,1.0,56.0,1279.0,54,56,58,29,70,False
102,3.0,24.0,2080.0,50,51,58,24,71,False
102,0.0,49.0,2285.0,49,50,53,34,72,False
102,2.0,50.0,2080.0,47,61,50,30,73,False
102,-1.0,0.0,0.0,49,63,51,31,74,True
102,3.0,40.0,1283.0,49,68,57,40,75,False
102,3.0,41.0,1849.0,42,56,44,41,76,False
102,1.0,59.0,2276.0,48,59,43,39,77,False
102,2.0,48.0,2076.0,42,66,48,35,78,False
102,0.0,42.0,2062.0,42,56,50,40,79,False
102,3.0,35.0,1553.0,43,56,51,35,80,False
102,1.0,59.0,1557.0,48,59,49,37,81,False
102,2.0,48.0,1254.0,39,59,48,31,82,False
102,0.0,32.0,1209.0,32,55,54,36,83,False
102,3.0,40.0,1020.0,38,52,51,40,84,False
102,1.0,61.0,1431.0,43,61,58,34,85,False
102,2.0,51.0,1763.0,43,60,51,32,86,False
102,1.0,58.0,1664.0,40,58,62,32,87,False
102,3.0,43.0,1668.0,45,61,64,43,88,False
102,-1.0,0.0,0.0,50,56,60,34,89,True
102,1.0,54.0,1404.0,39,54,62,39,90,False
102,3.0,38.0,1849.0,47,53,64,38,91,False
102,2.0,50.0,1758.0,35,53,50,38,92,False
102,1.0,57.0,1459.0,40,57,60,40,93,False
102,0.0,40.0,1551.0,40,54,50,36,94,False
102,3.0,39.0,844.0,36,49,65,39,95,False
102,2.0,68.0,1284.0,33,56,68,40,96,False
102,1.0,55.0,1207.0,37,55,71,48,97,False
102,0.0,36.0,1568.0,36,51,78,45,98,False
102,-1.0,0.0,0.0,27,54,79,47,99,True
102,1.0,59.0,1413.0,35,59,79,46,100,False
102,2.0,85.0,1725.0,28,63,85,43,101,False
102,0.0,38.0,1762.0,38,62,80,34,102,False
102,3.0,43.0,1520.0,36,62,82,43,103,False
102,3.0,50.0,1607.0,31,54,83,50,104,False
102,2.0,85.0,1430.0,35,58,85,38,105,False
102,1.0,55.0,1152.0,35,55,71,41,106,False
102,0.0,34.0,2278.0,34,52,74,42,107,False
102,3.0,46.0,1255.0,23,59,83,46,108,False
102,2.0,69.0,1457.0,34,57,69,53,109,False
102,1.0,51.0,1864.0,33,51,75,52,110,False
102,0.0,18.0,1438.0,18,49,64,46,111,False
102,1.0,47.0,1565.0,33,47,68,51,112,False
102,2.0,74.0,2475.0,34,55,74,43,113,False
102,3.0,38.0,2271.0,31,46,80,38,114,False
102,-1.0,0.0,0.0,30,40,70,40,115,True
102,1.0,44.0,1376.0,36,44,73,45,116,False
102,1.0,47.0,1464.0,26,47,66,39,117,False
102,2.0,71.0,2175.0,30,46,71,49,118,False
102,0.0,24.0,1970.0,24,50,70,37,119,False
102,3.0,35.0,1867.0,33,47,71,35,120,False
102,2.0,65.0,1567.0,29,45,65,39,121,False
102,1.0,43.0,1472.0,29,43,71,45,122,False
102,1.0,32.0,1235.0,37,32,73,51,123,False
102,-1.0,0.0,0.0,37,48,65,48,124,True
102,2.0,73.0,1530.0,33,35,73,46,125,False
102,1.0,35.0,1946.0,37,35,66,41,126,False
102,0.0,45.0,2986.0,45,41,59,37,127,False
102,-1.0,0.0,0.0,29,37,69,40,128,True
102,3.0,47.0,1987.0,34,40,75,47,129,False
102,2.0,67.0,2581.0,32,40,67,40,130,False
102,1.0,40.0,1868.0,43,40,63,42,131,False
102,-1.0,0.0,0.0,48,44,74,37,132,True
102,0.0,35.0,2005.0,35,45,70,49,133,False
102,3.0,47.0,1663.0,39,37,77,47,134,False
102,2.0,70.0,1663.0,42,35,70,46,135,False
102,1.0,34.0,1759.0,34,34,78,56,136,False
102,2.0,74.0,943.0,29,39,74,54,137,False
102,3.0,46.0,1979.0,33,28,70,46,138,False
102,0.0,33.0,1251.0,33,31,68,54,139,False
102,1.0,33.0,1164.0,33,33,67,60,140,False
102,2.0,63.0,1182.0,37,26,63,56,141,False
102,1.0,34.0,1406.0,33,34,65,57,142,False
102,2.0,60.0,1876.0,36,35,60,51,143,False
102,3.0,55.0,1766.0,44,38,60,55,144,False
102,1.0,35.0,1404.0,47,35,62,48,145,False
102,2.0,61.0,1357.0,46,47,61,57,146,False
102,0.0,46.0,1347.0,46,35,70,43,147,False
102,1.0,44.0,2070.0,46,44,60,59,148,False
102,1.0,35.0,1965.0,39,35,56,51,149,False
103,1.0,87.0,1570.0,84,87,42,23,0,False
103,-1.0,0.0,0.0,90,90,46,18,1,True
103,3.0,28.0,1332.0,80,84,53,28,2,False
103,1.0,81.0,1501.0,87,81,50,24,3,False
103,0.0,86.0,960.0,86,92,61,28,4,False
103,0.0,75.0,627.0,75,78,55,30,5,False
103,1.0,78.0,617.0,71,78,50,34,6,False
103,3.0,43.0,651.0,75,83,58,43,7,False
103,2.0,52.0,625.0,77,80,52,30,8,False
103,0.0,70.0,595.0,70,80,43,28,9,False
103,1.0,91.0,614.0,65,91,49,29,10,False
103,0.0,77.0,896.0,77,90,53,30,11,False
103,1.0,79.0,811.0,66,79,44,29,12,False
103,2.0,45.0,500.0,66,90,45,30,13,False
103,3.0,35.0,528.0,67,81,45,35,14,False
103,1.0,75.0,505.0,59,75,39,32,15,False
103,0.0,67.0,526.0,67,82,54,33,16,False
103,1.0,82.0,599.0,64,82,51,20,17,False
103,1.0,87.0,720.0,61,87,42,28,18,False
103,1.0,85.0,629.0,62,85,50,27,19,False
103,1.0,87.0,567.0,55,87,46,32,20,False
103,1.0,87.0,601.0,59,87,51,34,21,False
103,1.0,79.0,693.0,56,79,50,38,22,False
103,1.0,75.0,640.0,57,75,45,34,23,False
103,0.0,61.0,659.0,61,75,47,34,24,False
103,2.0,40.0,571.0,59,74,40,33,25,False
103,3.0,37.0,518.0,50,82,42,37,26,False
103,1.0,72.0,540.0,57,72,48,41,27,False
103,0.0,60.0,623.0,60,73,48,37,28,False
103,1.0,71.0,585.0,66,71,47,38,29,False
103,0.0,65.0,662.0,65,57,48,34,30,False
103,3.0,28.0,700.0,64,62,48,28,31,False
103,2.0,51.0,612.0,63,56,51,23,32,False
103,0.0,61.0,558.0,61,58,49,37,33,False
103,1.0,61.0,607.0,57,61,54,30,34,False
103,1.0,67.0,601.0,56,67,57,30,35,False
103,2.0,52.0,555.0,59,64,52,29,36,False
103,0.0,48.0,575.0,48,65,56,27,37,False
103,1.0,64.0,768.0,46,64,46,27,38,False
103,3.0,35.0,668.0,59,60,42,35,39,False
103,0.0,55.0,829.0,55,63,47,26,40,False
103,1.0,63.0,535.0,55,63,48,14,41,False
103,2.0,50.0,662.0,56,58,50,17,42,False
103,0.0,53.0,617.0,53,56,52,20,43,False
103,1.0,55.0,698.0,52,55,60,17,44,False
103,1.0,61.0,572.0,56,61,59,16,45,False
103,1.0,55.0,643.0,52,55,49,17,46,False
103,0.0,58.0,530.0,58,51,54,18,47,False
103,2.0,56.0,696.0,59,57,56,23,48,False
103,1.0,52.0,952.0,65,52,51,14,49,False
103,1.0,52.0,576.0,67,52,52,18,50,False
103,2.0,51.0,676.0,67,52,51,26,51,False
103,3.0,17.0,655.0,71,66,48,17,52,False
103,0.0,71.0,672.0,71,57,48,19,53,False
103,0.0,69.0,585.0,69,57,55,14,54,False
103,0.0,69.0,645.0,69,46,48,12,55,False
103,0.0,68.0,727.0,68,68,47,8,56,False
103,1.0,60.0,591.0,61,60,51,19,57,False
103,2.0,63.0,562.0,63,57,63,19,58,False
103,0.0,58.0,497.0,58,54,51,23,59,False
103,0.0,62.0,725.0,62,53,61,18,60,False
103,0.0,53.0,620.0,53,50,53,18,61,False
103,1.0,61.0,700.0,59,61,50,13,62,False
103,2.0,54.0,638.0,65,50,54,26,63,False
103,1.0,58.0,681.0,61,58,52,35,64,False
103,0.0,65.0,623.0,65,54,54,27,65,False
103,0.0,61.0,722.0,61,56,61,23,66,False
103,3.0,28.0,590.0,63,66,61,28,67,False
103,2.0,62.0,571.0,55,71,62,21,68,False
103,1.0,57.0,661.0,61,57,64,33,69,False
103,0.0,54.0,550.0,54,56,58,29,70,False
103,2.0,58.0,569.0,50,51,58,24,71,False
103,2.0,53.0,631.0,49,50,53,34,72,False
103,1.0,61.0,579.0,47,61,50,30,73,False
103,1.0,63.0,542.0,49,63,51,31,74,False
