participant_id,action,reward,response_time,reward_action0,reward_action1,reward_action2,reward_action3,trial_id,missed
130,1.0,57.0,910.0,61,57,64,33,69,False
130,1.0,56.0,862.0,54,56,58,29,70,False
130,1.0,51.0,915.0,50,51,58,24,71,False
130,1.0,50.0,1175.0,49,50,53,34,72,False
130,-1.0,0.0,0.0,47,61,50,30,73,True
130,1.0,63.0,1241.0,49,63,51,31,74,False
130,3.0,40.0,965.0,49,68,57,40,75,False
130,2.0,44.0,872.0,42,56,44,41,76,False
130,-1.0,0.0,0.0,48,59,43,39,77,True
130,1.0,66.0,1353.0,42,66,48,35,78,False
130,1.0,56.0,1294.0,42,56,50,40,79,False
130,1.0,56.0,908.0,43,56,51,35,80,False
130,0.0,48.0,1032.0,48,59,49,37,81,False
130,1.0,59.0,931.0,39,59,48,31,82,False
130,2.0,54.0,891.0,32,55,54,36,83,False
130,0.0,38.0,1027.0,38,52,51,40,84,False
130,0.0,43.0,908.0,43,61,58,34,85,False
130,1.0,60.0,810.0,43,60,51,32,86,False
130,1.0,58.0,875.0,40,58,62,32,87,False
130,0.0,45.0,855.0,45,61,64,43,88,False
130,0.0,50.0,837.0,50,56,60,34,89,False
130,0.0,39.0,1447.0,39,54,62,39,90,False
130,1.0,53.0,903.0,47,53,64,38,91,False
130,1.0,53.0,1156.0,35,53,50,38,92,False
130,1.0,57.0,929.0,40,57,60,40,93,False
130,1.0,54.0,858.0,40,54,50,36,94,False
130,1.0,49.0,906.0,36,49,65,39,95,False
130,0.0,33.0,1478.0,33,56,68,40,96,False
130,1.0,55.0,911.0,37,55,71,48,97,False
130,1.0,51.0,1093.0,36,51,78,45,98,False
130,1.0,54.0,1275.0,27,54,79,47,99,False
130,1.0,59.0,892.0,35,59,79,46,100,False
130,3.0,43.0,935.0,28,63,85,43,101,False
130,2.0,80.0,807.0,38,62,80,34,102,False
130,3.0,43.0,1255.0,36,62,82,43,103,False
130,0.0,31.0,813.0,31,54,83,50,104,False
130,2.0,85.0,816.0,35,58,85,38,105,False
130,2.0,71.0,942.0,35,55,71,41,106,False
130,2.0,74.0,860.0,34,52,74,42,107,False
130,2.0,83.0,920.0,23,59,83,46,108,False
130,2.0,69.0,824.0,34,57,69,53,109,False
130,2.0,75.0,866.0,33,51,75,52,110,False
130,2.0,64.0,821.0,18,49,64,46,111,False
130,2.0,68.0,827.0,33,47,68,51,112,False
130,2.0,74.0,874.0,34,55,74,43,113,False
130,2.0,80.0,864.0,31,46,80,38,114,False
130,2.0,70.0,1456.0,30,40,70,40,115,False
130,2.0,73.0,1080.0,36,44,73,45,116,False
130,2.0,66.0,978.0,26,47,66,39,117,False
130,2.0,71.0,781.0,30,46,71,49,118,False
130,-1.0,0.0,0.0,24,50,70,37,119,True
130,2.0,71.0,1171.0,33,47,71,35,120,False
130,3.0,39.0,944.0,29,45,65,39,121,False
130,2.0,71.0,758.0,29,43,71,45,122,False
130,2.0,73.0,855.0,37,32,73,51,123,False
130,0.0,37.0,1177.0,37,48,65,48,124,False
130,1.0,35.0,871.0,33,35,73,46,125,False
130,2.0,66.0,904.0,37,35,66,41,126,False
130,2.0,59.0,826.0,45,41,59,37,127,False
130,2.0,69.0,944.0,29,37,69,40,128,False
130,2.0,75.0,1238.0,34,40,75,47,129,False
130,2.0,67.0,910.0,32,40,67,40,130,False
130,2.0,63.0,1127.0,43,40,63,42,131,False
130,3.0,37.0,838.0,48,44,74,37,132,False
130,1.0,45.0,774.0,35,45,70,49,133,False
130,1.0,37.0,846.0,39,37,77,47,134,False
130,0.0,42.0,895.0,42,35,70,46,135,False
130,0.0,34.0,1601.0,34,34,78,56,136,False
130,2.0,74.0,1531.0,29,39,74,54,137,False
130,2.0,70.0,894.0,33,28,70,46,138,False
130,2.0,68.0,883.0,33,31,68,54,139,False
130,2.0,67.0,945.0,33,33,67,60,140,False
130,2.0,63.0,952.0,37,26,63,56,141,False
130,2.0,65.0,875.0,33,34,65,57,142,False
130,2.0,60.0,890.0,36,35,60,51,143,False
130,2.0,60.0,834.0,44,38,60,55,144,False
130,2.0,62.0,843.0,47,35,62,48,145,False
130,2.0,61.0,914.0,46,47,61,57,146,False
130,2.0,70.0,870.0,46,35,70,43,147,False
130,2.0,60.0,1106.0,46,44,60,59,148,False
130,2.0,56.0,851.0,39,35,56,51,149,False
131,1.0,87.0,3551.0,84,87,42,23,0,False
131,3.0,18.0,1671.0,90,90,46,18,1,False
131,0.0,80.0,1832.0,80,84,53,28,2,False
131,2.0,50.0,2116.0,87,81,50,24,3,False
131,-1.0,0.0,0.0,86,92,61,28,4,True
131,-1.0,0.0,0.0,75,78,55,30,5,True
131,3.0,34.0,3556.0,71,78,50,34,6,False
131,-1.0,0.0,0.0,75,83,58,43,7,True
131,0.0,77.0,1118.0,77,80,52,30,8,False
131,0.0,70.0,1348.0,70,80,43,28,9,False
131,3.0,29.0,1354.0,65,91,49,29,10,False
131,2.0,53.0,1196.0,77,90,53,30,11,False
131,0.0,66.0,1333.0,66,79,44,29,12,False
131,1.0,90.0,1250.0,66,90,45,30,13,False
131,1.0,81.0,1273.0,67,81,45,35,14,False
131,2.0,39.0,1140.0,59,75,39,32,15,False
131,3.0,33.0,1810.0,67,82,54,33,16,False
131,0.0,64.0,1217.0,64,82,51,20,17,False
131,1.0,87.0,1306.0,61,87,42,28,18,False
131,3.0,27.0,1474.0,62,85,50,27,19,False
131,-1.0,0.0,0.0,55,87,46,32,20,True
131,2.0,51.0,2742.0,59,87,51,34,21,False
131,1.0,79.0,1261.0,56,79,50,38,22,False
131,0.0,57.0,1302.0,57,75,45,34,23,False
131,3.0,34.0,1177.0,61,75,47,34,24,False
131,1.0,74.0,1268.0,59,74,40,33,25,False
131,0.0,50.0,1429.0,50,82,42,37,26,False
131,2.0,48.0,1425.0,57,72,48,41,27,False
131,1.0,73.0,1157.0,60,73,48,37,28,False
131,1.0,71.0,1252.0,66,71,47,38,29,False
131,1.0,57.0,1322.0,65,57,48,34,30,False
131,2.0,48.0,1402.0,64,62,48,28,31,False
131,0.0,63.0,1164.0,63,56,51,23,32,False
131,1.0,58.0,1093.0,61,58,49,37,33,False
131,3.0,30.0,1474.0,57,61,54,30,34,False
131,0.0,56.0,1127.0,56,67,57,30,35,False
131,0.0,59.0,1353.0,59,64,52,29,36,False
131,0.0,48.0,1310.0,48,65,56,27,37,False
131,1.0,64.0,1182.0,46,64,46,27,38,False
131,3.0,35.0,1427.0,59,60,42,35,39,False
131,2.0,47.0,1963.0,55,63,47,26,40,False
131,1.0,63.0,1164.0,55,63,48,14,41,False
131,1.0,58.0,1446.0,56,58,50,17,42,False
131,0.0,53.0,1151.0,53,56,52,20,43,False
131,2.0,60.0,1204.0,52,55,60,17,44,False
131,3.0,16.0,1192.0,56,61,59,16,45,False
131,2.0,49.0,1174.0,52,55,49,17,46,False
131,2.0,54.0,1907.0,58,51,54,18,47,False
131,2.0,56.0,1498.0,59,57,56,23,48,False
131,2.0,51.0,1723.0,65,52,51,14,49,False
131,3.0,18.0,1254.0,67,52,52,18,50,False
131,1.0,52.0,1208.0,67,52,51,26,51,False
131,0.0,71.0,1329.0,71,66,48,17,52,False
131,0.0,71.0,1289.0,71,57,48,19,53,False
131,0.0,69.0,1187.0,69,57,55,14,54,False
131,1.0,46.0,1497.0,69,46,48,12,55,False
131,2.0,47.0,1549.0,68,68,47,8,56,False
131,3.0,19.0,1121.0,61,60,51,19,57,False
131,0.0,63.0,1417.0,63,57,63,19,58,False
131,0.0,58.0,1232.0,58,54,51,23,59,False
131,1.0,53.0,1522.0,62,53,61,18,60,False
131,2.0,53.0,1527.0,53,50,53,18,61,False
131,1.0,61.0,1196.0,59,61,50,13,62,False
131,1.0,50.0,1577.0,65,50,54,26,63,False
131,2.0,52.0,1191.0,61,58,52,35,64,False
131,0.0,65.0,1167.0,65,54,54,27,65,False
131,0.0,61.0,1857.0,61,56,61,23,66,False
131,1.0,66.0,1137.0,63,66,61,28,67,False
131,3.0,21.0,1101.0,55,71,62,21,68,False
131,1.0,57.0,1809.0,61,57,64,33,69,False
131,0.0,54.0,1170.0,54,56,58,29,70,False
131,1.0,51.0,1401.0,50,51,58,24,71,False
131,1.0,50.0,1240.0,49,50,53,34,72,False
131,2.0,50.0,1290.0,47,61,50,30,73,False
131,0.0,49.0,1273.0,49,63,51,31,74,False
131,2.0,57.0,1668.0,49,68,57,40,75,False
131,2.0,44.0,1161.0,42,56,44,41,76,False
131,1.0,59.0,1509.0,48,59,43,39,77,False
131,3.0,35.0,1117.0,42,66,48,35,78,False
131,0.0,42.0,1189.0,42,56,50,40,79,False
131,1.0,56.0,1129.0,43,56,51,35,80,False
131,2.0,49.0,1153.0,48,59,49,37,81,False
131,1.0,59.0,1115.0,39,59,48,31,82,False
131,1.0,55.0,1367.0,32,55,54,36,83,False
131,0.0,38.0,1431.0,38,52,51,40,84,False
131,1.0,61.0,1461.0,43,61,58,34,85,False
131,2.0,51.0,1902.0,43,60,51,32,86,False
131,3.0,32.0,1113.0,40,58,62,32,87,False
131,1.0,61.0,1583.0,45,61,64,43,88,False
131,1.0,56.0,1373.0,50,56,60,34,89,False
131,0.0,39.0,1501.0,39,54,62,39,90,False
131,1.0,53.0,1159.0,47,53,64,38,91,False
131,1.0,53.0,1232.0,35,53,50,38,92,False
131,1.0,57.0,1072.0,40,57,60,40,93,False
131,1.0,54.0,1633.0,40,54,50,36,94,False
131,3.0,39.0,1709.0,36,49,65,39,95,False
131,1.0,56.0,1150.0,33,56,68,40,96,False
131,2.0,71.0,1552.0,37,55,71,48,97,False
131,2.0,78.0,1209.0,36,51,78,45,98,False
131,2.0,79.0,1264.0,27,54,79,47,99,False
131,2.0,79.0,1386.0,35,59,79,46,100,False
131,2.0,85.0,1274.0,28,63,85,43,101,False
131,2.0,80.0,1327.0,38,62,80,34,102,False
131,2.0,82.0,1983.0,36,62,82,43,103,False
131,2.0,83.0,1763.0,31,54,83,50,104,False
131,2.0,85.0,1351.0,35,58,85,38,105,False
131,2.0,71.0,1865.0,35,55,71,41,106,False
131,3.0,42.0,1151.0,34,52,74,42,107,False
131,1.0,59.0,1283.0,23,59,83,46,108,False
131,0.0,34.0,1139.0,34,57,69,53,109,False
131,1.0,51.0,1172.0,33,51,75,52,110,False
131,2.0,64.0,1094.0,18,49,64,46,111,False
131,2.0,68.0,1165.0,33,47,68,51,112,False
131,2.0,74.0,1305.0,34,55,74,43,113,False
131,2.0,80.0,1450.0,31,46,80,38,114,False
131,2.0,70.0,1202.0,30,40,70,40,115,False
131,2.0,73.0,1216.0,36,44,73,45,116,False
131,2.0,66.0,1383.0,26,47,66,39,117,False
131,2.0,71.0,1578.0,30,46,71,49,118,False
131,2.0,70.0,1315.0,24,50,70,37,119,False
131,1.0,47.0,1436.0,33,47,71,35,120,False
131,0.0,29.0,1184.0,29,45,65,39,121,False
131,3.0,45.0,1105.0,29,43,71,45,122,False
131,2.0,73.0,1516.0,37,32,73,51,123,False
131,2.0,65.0,1314.0,37,48,65,48,124,False
131,2.0,73.0,1193.0,33,35,73,46,125,False
131,2.0,66.0,1173.0,37,35,66,41,126,False
131,1.0,41.0,1220.0,45,41,59,37,127,False
131,2.0,69.0,1567.0,29,37,69,40,128,False
131,2.0,75.0,1658.0,34,40,75,47,129,False
131,2.0,67.0,1778.0,32,40,67,40,130,False
131,3.0,42.0,1467.0,43,40,63,42,131,False
131,2.0,74.0,1211.0,48,44,74,37,132,False
131,2.0,70.0,1402.0,35,45,70,49,133,False
131,2.0,77.0,1682.0,39,37,77,47,134,False
131,0.0,42.0,1184.0,42,35,70,46,135,False
131,2.0,78.0,1811.0,34,34,78,56,136,False
131,2.0,74.0,1183.0,29,39,74,54,137,False
131,2.0,70.0,1764.0,33,28,70,46,138,False
131,2.0,68.0,1323.0,33,31,68,54,139,False
131,1.0,33.0,1007.0,33,33,67,60,140,False
131,2.0,63.0,1277.0,37,26,63,56,141,False
131,2.0,65.0,1175.0,33,34,65,57,142,False
131,2.0,60.0,1148.0,36,35,60,51,143,False
131,3.0,55.0,1130.0,44,38,60,55,144,False
131,0.0,47.0,1116.0,47,35,62,48,145,False
131,1.0,47.0,1098.0,46,47,61,57,146,False
131,2.0,70.0,1060.0,46,35,70,43,147,False
131,2.0,60.0,1704.0,46,44,60,59,148,False
131,2.0,56.0,1273.0,39,35,56,51,149,False
132,1.0,87.0,4454.0,84,87,42,23,0,False
132,3.0,18.0,1129.0,90,90,46,18,1,False
132,2.0,53.0,1355.0,80,84,53,28,2,False
132,1.0,81.0,889.0,87,81,50,24,3,False
132,0.0,86.0,1001.0,86,92,61,28,4,False
132,3.0,30.0,1304.0,75,78,55,30,5,False
132,1.0,78.0,987.0,71,78,50,34,6,False
132,0.0,75.0,1166.0,75,83,58,43,7,False
132,2.0,52.0,1079.0,77,80,52,30,8,False
132,1.0,80.0,840.0,70,80,43,28,9,False
132,0.0,65.0,1148.0,65,91,49,29,10,False
132,3.0,30.0,1003.0,77,90,53,30,11,False
132,1.0,79.0,927.0,66,79,44,29,12,False
132,2.0,45.0,1021.0,66,90,45,30,13,False
132,1.0,81.0,1013.0,67,81,45,35,14,False
132,0.0,59.0,1018.0,59,75,39,32,15,False
132,1.0,82.0,922.0,67,82,54,33,16,False
132,1.0,82.0,915.0,64,82,51,20,17,False
132,3.0,28.0,976.0,61,87,42,28,18,False
132,1.0,85.0,1031.0,62,85,50,27,19,False
132,2.0,46.0,959.0,55,87,46,32,20,False
132,0.0,59.0,864.0,59,87,51,34,21,False
132,1.0,79.0,853.0,56,79,50,38,22,False
132,1.0,75.0,1038.0,57,75,45,34,23,False
132,1.0,75.0,940.0,61,75,47,34,24,False
132,0.0,59.0,1159.0,59,74,40,33,25,False
132,3.0,37.0,749.0,50,82,42,37,26,False
132,2.0,48.0,826.0,57,72,48,41,27,False
132,1.0,73.0,762.0,60,73,48,37,28,False
132,0.0,66.0,1177.0,66,71,47,38,29,False
132,1.0,57.0,729.0,65,57,48,34,30,False
132,3.0,28.0,708.0,64,62,48,28,31,False
132,2.0,51.0,782.0,63,56,51,23,32,False
132,0.0,61.0,745.0,61,58,49,37,33,False
132,1.0,61.0,864.0,57,61,54,30,34,False
132,0.0,56.0,776.0,56,67,57,30,35,False
132,1.0,64.0,718.0,59,64,52,29,36,False
132,3.0,27.0,900.0,48,65,56,27,37,False
132,2.0,46.0,744.0,46,64,46,27,38,False
132,0.0,59.0,810.0,59,60,42,35,39,False
132,1.0,63.0,735.0,55,63,47,26,40,False
132,3.0,14.0,925.0,55,63,48,14,41,False
132,0.0,56.0,812.0,56,58,50,17,42,False
132,1.0,56.0,948.0,53,56,52,20,43,False
132,2.0,60.0,663.0,52,55,60,17,44,False
132,2.0,59.0,792.0,56,61,59,16,45,False
132,2.0,49.0,931.0,52,55,49,17,46,False
132,3.0,18.0,779.0,58,51,54,18,47,False
132,1.0,57.0,829.0,59,57,56,23,48,False
132,0.0,65.0,732.0,65,52,51,14,49,False
132,0.0,67.0,759.0,67,52,52,18,50,False
132,0.0,67.0,942.0,67,52,51,26,51,False
132,2.0,48.0,777.0,71,66,48,17,52,False
132,1.0,57.0,838.0,71,57,48,19,53,False
132,0.0,69.0,1026.0,69,57,55,14,54,False
132,3.0,12.0,1090.0,69,46,48,12,55,False
132,0.0,68.0,998.0,68,68,47,8,56,False
132,0.0,61.0,1082.0,61,60,51,19,57,False
132,0.0,63.0,1009.0,63,57,63,19,58,False
132,1.0,54.0,905.0,58,54,51,23,59,False
132,0.0,62.0,1301.0,62,53,61,18,60,False
132,2.0,53.0,993.0,53,50,53,18,61,False
132,3.0,13.0,1144.0,59,61,50,13,62,False
132,1.0,50.0,824.0,65,50,54,26,63,False
132,0.0,61.0,846.0,61,58,52,35,64,False
132,0.0,65.0,1176.0,65,54,54,27,65,False
132,1.0,56.0,740.0,61,56,61,23,66,False
132,2.0,61.0,785.0,63,66,61,28,67,False
132,3.0,21.0,824.0,55,71,62,21,68,False
132,0.0,61.0,1745.0,61,57,64,33,69,False
132,1.0,56.0,777.0,54,56,58,29,70,False
132,2.0,58.0,784.0,50,51,58,24,71,False
132,0.0,49.0,742.0,49,50,53,34,72,False
132,1.0,61.0,1003.0,47,61,50,30,73,False
132,1.0,63.0,823.0,49,63,51,31,74,False
132,1.0,68.0,764.0,49,68,57,40,75,False
132,1.0,56.0,838.0,42,56,44,41,76,False
132,1.0,59.0,720.0,48,59,43,39,77,False
132,1.0,66.0,903.0,42,66,48,35,78,False
132,1.0,56.0,746.0,42,56,50,40,79,False
132,0.0,43.0,740.0,43,56,51,35,80,False
132,3.0,37.0,759.0,48,59,49,37,81,False
132,2.0,48.0,826.0,39,59,48,31,82,False
132,1.0,55.0,775.0,32,55,54,36,83,False
132,0.0,38.0,819.0,38,52,51,40,84,False
132,1.0,61.0,749.0,43,61,58,34,85,False
132,1.0,60.0,745.0,43,60,51,32,86,False
132,1.0,58.0,786.0,40,58,62,32,87,False
132,1.0,61.0,800.0,45,61,64,43,88,False
132,2.0,60.0,840.0,50,56,60,34,89,False
132,1.0,54.0,727.0,39,54,62,39,90,False
132,2.0,64.0,723.0,47,53,64,38,91,False
132,3.0,38.0,852.0,35,53,50,38,92,False
132,2.0,60.0,895.0,40,57,60,40,93,False
132,0.0,40.0,1247.0,40,54,50,36,94,False
132,2.0,65.0,788.0,36,49,65,39,95,False
132,1.0,56.0,691.0,33,56,68,40,96,False
132,2.0,71.0,768.0,37,55,71,48,97,False
132,2.0,78.0,677.0,36,51,78,45,98,False
132,2.0,79.0,641.0,27,54,79,47,99,False
132,2.0,79.0,1717.0,35,59,79,46,100,False
132,2.0,85.0,1168.0,28,63,85,43,101,False
132,2.0,80.0,995.0,38,62,80,34,102,False
132,2.0,82.0,857.0,36,62,82,43,103,False
132,2.0,83.0,759.0,31,54,83,50,104,False
132,2.0,85.0,1002.0,35,58,85,38,105,False
132,2.0,71.0,806.0,35,55,71,41,106,False
132,2.0,74.0,1130.0,34,52,74,42,107,False
132,2.0,83.0,786.0,23,59,83,46,108,False
132,3.0,53.0,763.0,34,57,69,53,109,False
132,1.0,51.0,799.0,33,51,75,52,110,False
132,0.0,18.0,742.0,18,49,64,46,111,False
132,2.0,68.0,665.0,33,47,68,51,112,False
132,3.0,43.0,689.0,34,55,74,43,113,False
132,2.0,80.0,656.0,31,46,80,38,114,False
132,2.0,70.0,740.0,30,40,70,40,115,False
132,2.0,73.0,751.0,36,44,73,45,116,False
132,2.0,66.0,852.0,26,47,66,39,117,False
132,3.0,49.0,977.0,30,46,71,49,118,False
132,2.0,70.0,669.0,24,50,70,37,119,False
132,0.0,33.0,711.0,33,47,71,35,120,False
132,1.0,45.0,682.0,29,45,65,39,121,False
132,2.0,71.0,690.0,29,43,71,45,122,False
132,2.0,73.0,791.0,37,32,73,51,123,False
132,2.0,65.0,813.0,37,48,65,48,124,False
132,3.0,46.0,1020.0,33,35,73,46,125,False
132,1.0,35.0,685.0,37,35,66,41,126,False
132,0.0,45.0,729.0,45,41,59,37,127,False
132,2.0,69.0,705.0,29,37,69,40,128,False
132,2.0,75.0,680.0,34,40,75,47,129,False
132,2.0,67.0,1664.0,32,40,67,40,130,False
132,2.0,63.0,1594.0,43,40,63,42,131,False
132,2.0,74.0,899.0,48,44,74,37,132,False
132,2.0,70.0,942.0,35,45,70,49,133,False
132,2.0,77.0,819.0,39,37,77,47,134,False
132,2.0,70.0,707.0,42,35,70,46,135,False
132,2.0,78.0,726.0,34,34,78,56,136,False
132,2.0,74.0,710.0,29,39,74,54,137,False
132,2.0,70.0,1191.0,33,28,70,46,138,False
132,3.0,54.0,972.0,33,31,68,54,139,False
132,1.0,33.0,663.0,33,33,67,60,140,False
132,0.0,37.0,714.0,37,26,63,56,141,False
132,2.0,65.0,682.0,33,34,65,57,142,False
132,2.0,60.0,748.0,36,35,60,51,143,False
132,2.0,60.0,676.0,44,38,60,55,144,False
132,3.0,48.0,844.0,47,35,62,48,145,False
132,2.0,61.0,642.0,46,47,61,57,146,False
132,2.0,70.0,769.0,46,35,70,43,147,False
132,2.0,60.0,713.0,46,44,60,59,148,False
132,0.0,39.0,983.0,39,35,56,51,149,False
133,1.0,87.0,903.0,84,87,42,23,0,False
133,2.0,46.0,1241.0,90,90,46,18,1,False
133,1.0,84.0,1022.0,80,84,53,28,2,False
133,0.0,87.0,1302.0,87,81,50,24,3,False
133,3.0,28.0,797.0,86,92,61,28,4,False
133,0.0,75.0,1100.0,75,78,55,30,5,False
133,1.0,78.0,1120.0,71,78,50,34,6,False
133,2.0,58.0,1414.0,75,83,58,43,7,False
133,0.0,77.0,886.0,77,80,52,30,8,False
133,3.0,28.0,707.0,70,80,43,28,9,False
133,1.0,91.0,708.0,65,91,49,29,10,False
133,1.0,90.0,742.0,77,90,53,30,11,False
133,1.0,79.0,656.0,66,79,44,29,12,False
133,1.0,90.0,915.0,66,90,45,30,13,False
133,1.0,81.0,682.0,67,81,45,35,14,False
133,0.0,59.0,664.0,59,75,39,32,15,False
133,1.0,82.0,646.0,67,82,54,33,16,False
133,1.0,82.0,636.0,64,82,51,20,17,False
133,1.0,87.0,578.0,61,87,42,28,18,False
133,1.0,85.0,802.0,62,85,50,27,19,False
133,1.0,87.0,698.0,55,87,46,32,20,False
133,1.0,87.0,701.0,59,87,51,34,21,False
133,1.0,79.0,659.0,56,79,50,38,22,False
133,1.0,75.0,694.0,57,75,45,34,23,False
133,1.0,75.0,703.0,61,75,47,34,24,False
133,1.0,74.0,626.0,59,74,40,33,25,False
133,1.0,82.0,590.0,50,82,42,37,26,False
133,1.0,72.0,633.0,57,72,48,41,27,False
133,1.0,73.0,648.0,60,73,48,37,28,False
133,1.0,71.0,644.0,66,71,47,38,29,False
133,1.0,57.0,719.0,65,57,48,34,30,False
133,0.0,64.0,779.0,64,62,48,28,31,False
133,2.0,51.0,716.0,63,56,51,23,32,False
133,3.0,37.0,676.0,61,58,49,37,33,False
133,1.0,61.0,548.0,57,61,54,30,34,False
133,0.0,56.0,578.0,56,67,57,30,35,False
133,1.0,64.0,582.0,59,64,52,29,36,False
133,1.0,65.0,627.0,48,65,56,27,37,False
133,2.0,46.0,635.0,46,64,46,27,38,False
133,1.0,60.0,684.0,59,60,42,35,39,False
133,1.0,63.0,688.0,55,63,47,26,40,False
133,1.0,63.0,701.0,55,63,48,14,41,False
133,1.0,58.0,562.0,56,58,50,17,42,False
133,0.0,53.0,668.0,53,56,52,20,43,False
133,3.0,17.0,704.0,52,55,60,17,44,False
133,2.0,59.0,620.0,56,61,59,16,45,False
133,1.0,55.0,625.0,52,55,49,17,46,False
133,2.0,54.0,617.0,58,51,54,18,47,False
133,1.0,57.0,614.0,59,57,56,23,48,False
133,2.0,51.0,682.0,65,52,51,14,49,False
133,1.0,52.0,647.0,67,52,52,18,50,False
133,1.0,52.0,590.0,67,52,51,26,51,False
133,1.0,66.0,754.0,71,66,48,17,52,False
133,1.0,57.0,630.0,71,57,48,19,53,False
133,-1.0,0.0,0.0,69,57,55,14,54,True
133,1.0,46.0,733.0,69,46,48,12,55,False
133,2.0,47.0,645.0,68,68,47,8,56,False
133,1.0,60.0,635.0,61,60,51,19,57,False
133,1.0,57.0,724.0,63,57,63,19,58,False
133,1.0,54.0,557.0,58,54,51,23,59,False
133,1.0,53.0,642.0,62,53,61,18,60,False
133,1.0,50.0,500.0,53,50,53,18,61,False
133,1.0,61.0,687.0,59,61,50,13,62,False
133,1.0,50.0,726.0,65,50,54,26,63,False
133,1.0,58.0,599.0,61,58,52,35,64,False
133,1.0,54.0,554.0,65,54,54,27,65,False
133,1.0,56.0,719.0,61,56,61,23,66,False
133,0.0,63.0,660.0,63,66,61,28,67,False
133,0.0,55.0,863.0,55,71,62,21,68,False
133,0.0,61.0,713.0,61,57,64,33,69,False
133,0.0,54.0,539.0,54,56,58,29,70,False
133,2.0,58.0,643.0,50,51,58,24,71,False
133,3.0,34.0,714.0,49,50,53,34,72,False
133,1.0,61.0,552.0,47,61,50,30,73,False
133,1.0,63.0,720.0,49,63,51,31,74,False
133,1.0,68.0,597.0,49,68,57,40,75,False
133,1.0,56.0,784.0,42,56,44,41,76,False
133,1.0,59.0,708.0,48,59,43,39,77,False
133,1.0,66.0,665.0,42,66,48,35,78,False
133,1.0,56.0,641.0,42,56,50,40,79,False
133,1.0,56.0,647.0,43,56,51,35,80,False
133,1.0,59.0,582.0,48,59,49,37,81,False
133,1.0,59.0,678.0,39,59,48,31,82,False
133,1.0,55.0,545.0,32,55,54,36,83,False
133,1.0,52.0,674.0,38,52,51,40,84,False
133,1.0,61.0,634.0,43,61,58,34,85,False
133,1.0,60.0,664.0,43,60,51,32,86,False
133,1.0,58.0,636.0,40,58,62,32,87,False
133,1.0,61.0,606.0,45,61,64,43,88,False
133,3.0,34.0,748.0,50,56,60,34,89,False
133,1.0,54.0,856.0,39,54,62,39,90,False
133,2.0,64.0,713.0,47,53,64,38,91,False
133,3.0,38.0,821.0,35,53,50,38,92,False
133,0.0,40.0,652.0,40,57,60,40,93,False
133,1.0,54.0,584.0,40,54,50,36,94,False
133,1.0,49.0,1261.0,36,49,65,39,95,False
133,1.0,56.0,1611.0,33,56,68,40,96,False
133,1.0,55.0,1561.0,37,55,71,48,97,False
133,0.0,36.0,541.0,36,51,78,45,98,False
133,2.0,79.0,669.0,27,54,79,47,99,False
133,2.0,79.0,664.0,35,59,79,46,100,False
133,2.0,85.0,632.0,28,63,85,43,101,False
133,2.0,80.0,593.0,38,62,80,34,102,False
133,2.0,82.0,640.0,36,62,82,43,103,False
133,2.0,83.0,734.0,31,54,83,50,104,False
133,2.0,85.0,570.0,35,58,85,38,105,False
133,2.0,71.0,730.0,35,55,71,41,106,False
133,2.0,74.0,563.0,34,52,74,42,107,False
133,2.0,83.0,721.0,23,59,83,46,108,False
133,2.0,69.0,575.0,34,57,69,53,109,False
133,2.0,75.0,688.0,33,51,75,52,110,False
133,2.0,64.0,626.0,18,49,64,46,111,False
133,2.0,68.0,616.0,33,47,68,51,112,False
133,0.0,34.0,607.0,34,55,74,43,113,False
133,3.0,38.0,547.0,31,46,80,38,114,False
133,2.0,70.0,673.0,30,40,70,40,115,False
133,2.0,73.0,593.0,36,44,73,45,116,False
133,2.0,66.0,584.0,26,47,66,39,117,False
133,2.0,71.0,724.0,30,46,71,49,118,False
133,2.0,70.0,692.0,24,50,70,37,119,False
133,2.0,71.0,620.0,33,47,71,35,120,False
133,2.0,65.0,621.0,29,45,65,39,121,False
133,2.0,71.0,648.0,29,43,71,45,122,False
133,2.0,73.0,1136.0,37,32,73,51,123,False
133,2.0,65.0,625.0,37,48,65,48,124,False
133,2.0,73.0,571.0,33,35,73,46,125,False
133,2.0,66.0,620.0,37,35,66,41,126,False
133,2.0,59.0,578.0,45,41,59,37,127,False
133,1.0,37.0,949.0,29,37,69,40,128,False
133,2.0,75.0,692.0,34,40,75,47,129,False
133,2.0,67.0,1496.0,32,40,67,40,130,False
133,2.0,63.0,665.0,43,40,63,42,131,False
133,2.0,74.0,795.0,48,44,74,37,132,False
133,2.0,70.0,653.0,35,45,70,49,133,False
133,2.0,77.0,624.0,39,37,77,47,134,False
133,2.0,70.0,635.0,42,35,70,46,135,False
133,2.0,78.0,705.0,34,34,78,56,136,False
133,2.0,74.0,628.0,29,39,74,54,137,False
133,2.0,70.0,654.0,33,28,70,46,138,False
133,2.0,68.0,609.0,33,31,68,54,139,False
133,2.0,67.0,676.0,33,33,67,60,140,False
133,2.0,63.0,535.0,37,26,63,56,141,False
133,2.0,65.0,648.0,33,34,65,57,142,False
133,2.0,60.0,641.0,36,35,60,51,143,False
133,2.0,60.0,670.0,44,38,60,55,144,False
133,2.0,62.0,634.0,47,35,62,48,145,False
133,2.0,61.0,913.0,46,47,61,57,146,False
